animal_id,event,active,climbing,drinking,feeding,inactive,inferred_sleep,locomotion
9239,Rep1_Dose1,15.391956373551475,-68.60140708393983,-90.47619047619048,-28.571428571428566,-57.55532922708828,-74.7008547008547,208.78167303019774
9239,Rep1_Dose2,66.66666666666666,57.45551881593448,33.33333333333333,345.0704225352114,-86.30238687404879,-97.64645689434637,170.95171120487583
9240,Rep1_Dose1,13.239057239057233,-79.21787709497208,-100.0,-95.85760517799353,-79.4348313208017,-100.0,97.2661104207349
9240,Rep1_Dose2,40.40303931285099,1050.4469987228606,-100.0,-59.42028985507245,-87.82204143679864,-100.0,29.930583911800714
9241,Rep1_Dose1,18.934372969460682,-71.29629629629629,-16.666666666666668,-43.49206349206349,-74.20098159286577,-100.0,123.747566847659
9241,Rep1_Dose2,94.14314409557038,-56.6828156169849,3500.0,37.66233766233766,-97.50523933271859,-100.0,43.29784558638616
9242,Rep1_Dose1,7.977542760151477,-81.25080097398437,1766.6666666666665,-75.0915750915751,-70.40625167264358,-100.0,99.90324141267538
9242,Rep1_Dose2,84.04481496184552,104.69924812030075,296.6666666666667,71.39917695473252,-94.96626114367335,-100.0,126.47817460317461
9243,Rep1_Dose1,-8.9506172839506,-9.508547008547016,3.7037037037036806,-62.0414673046252,-56.46374829001367,-100.0,72.3865877712032
9243,Rep1_Dose2,163.42833092833095,16.20065789473684,-11.851851851851862,1113.3333333333333,-95.20997457353798,-100.0,139.62553713934932
9244,Rep1_Dose1,24.444444444444436,-75.3982843137255,-64.44444444444444,-88.70588235294117,-76.87195683642585,-82.10290827740494,39.07496012759168
9245,Rep1_Dose2,77.517678614972,169.60600375234517,366.66666666666663,2333.3333333333335,-93.38019427565204,-100.0,502.7777777777778
9246,Rep1_Dose2,145.14145141451417,425.0,-42.857142857142854,-56.363636363636374,-94.84448133545456,-100.0,314.68710089399747
9247,Rep1_Dose1,-29.10176531671858,-78.84223210975158,-58.73015873015872,-99.48519948519949,-16.424862680935583,-100.0,337.9477932337283
9247,Rep1_Dose2,84.08495379947595,606.0975609756097,-66.66666666666667,3011.1111111111113,-89.12843251526242,-96.83661450445904,209.0613026819924
9248,Rep2_Dose1,144.898029134533,-27.515467274503425,-100.0,1239.8373983739837,-94.26447158789166,-100.0,80.2671189315243
9248,Rep2_Dose2,0.0,-34.82309124767226,204.7619047619048,-87.16666666666666,-60.78819284421614,-100.0,71.72907267450215
9249,Rep2_Dose1,111.99744938625858,2.1779425393883347,-100.0,269.2307692307692,-85.07580113172149,-100.0,70.51530414567992
9249,Rep2_Dose2,24.81519159036967,-56.67365478686235,-70.37037037037037,-96.90821256038647,-92.43577040130229,-100.0,51.2128530925129
9250,Rep2_Dose1,18.716300660596353,-16.412776412776417,-11.111111111111121,182.92682926829266,-88.56490233144298,-100.0,317.90598290598285
9250,Rep2_Dose2,13.952330131625779,-13.893398268398274,-88.8888888888889,-93.93939393939394,-73.97542296846962,-100.0,12.10859522044145
9251,Rep2_Dose1,39.20303957001205,551.3513513513514,-55.55555555555556,2549.999999999999,-91.99941537562117,-100.0,136.74551971326167
9251,Rep2_Dose2,8.049043898100521,-68.3622542997543,466.6666666666667,-94.88966318234611,-63.97529409374428,-100.0,57.82103580715193
9252,Rep2_Dose1,34.92271890521347,269.6239717978848,-100.0,361.9883040935673,-91.60958904109589,-96.44602398933807,181.374521072797
9252,Rep2_Dose2,14.682884448305789,-79.02215799614643,21.212121212121225,-88.68894601542416,-74.97352655860072,-91.6405433646813,130.16978776529336
9253,Rep2_Dose1,-7.146672441172219,127.52985543683212,388.88888888888886,466.6666666666665,-55.5720574974805,-100.0,110.30902550686719
9254,Rep2_Dose1,-26.786277037673678,114.95179389916233,-100.0,217.54385964912282,-39.368709189929,-100.0,47.10810023310026
9255,Rep2_Dose1,0.08763156641424141,277.71918259723145,-100.0,2211.111111111111,-58.921482703510854,-100.0,137.88237828522185
9255,Rep2_Dose2,4.189288826328849,34.36904308044224,-100.0,-71.26436781609196,-56.8854154537422,-100.0,187.83783783783784
9256,Rep2_Dose1,121.54470090057853,41.74424972617744,83.33333333333331,762.2222222222222,-94.12484700122398,-100.0,71.48062990759624
9256,Rep2_Dose2,24.28074846535021,-20.49114331723025,75.60975609756098,-86.86371100164203,-92.11235794211912,-100.0,54.98316634892306
