animal_id,dose_group,event,feature,window,baseline_mean,window_mean,pct_change
9259,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.4878567747211509,0.8835548467127415,81.10947566891198
9259,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.4878567747211509,0.8599996685146973,76.28117781212647
9259,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.4878567747211509,0.32859568925594435,-32.64504947302146
9259,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.4878567747211509,0.6670094214905803,36.722385760007
9260,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.4448130423378816,0.24091322153469047,-45.839442955970725
9260,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.4448130423378816,0.4129541650607857,-7.1623073616838315
9260,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.4448130423378816,0.9623015873015874,116.3384378847911
9260,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.4448130423378816,0.7436263142078773,67.17727301777632
9260,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.4448130423378816,0.9392228664428848,111.15002867416996
9260,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.4448130423378816,0.835461955174432,87.82316965872869
9260,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.4448130423378816,0.4510765032394472,1.408110892757468
9260,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.4448130423378816,0.6337625980668804,42.47842076210347
9261,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.4343093648714567,0.3965804597701149,-8.687103745162965
9261,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.4343093648714567,0.5956690949319527,37.15317769126483
9261,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.4343093648714567,0.9149621212121211,110.67059456176452
9261,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.4343093648714567,0.7362006535253175,69.51065601433946
9261,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.4343093648714567,0.9078045392338039,109.02255688234777
9261,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.4343093648714567,0.8739436255745818,101.22606056013652
9261,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.4343093648714567,0.37703385746997753,-13.18772101965407
9261,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.4343093648714567,0.48070580016180536,10.682807934404243
9262,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.15890351762173796,0.4539694218716695,185.68871769869907
9262,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.15890351762173796,0.5379608336208305,238.545578897391
9262,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.15890351762173796,0.9319623352165726,486.49572342071326
9262,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.15890351762173796,0.8229116723895594,417.8687575365451
9262,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.15890351762173796,0.9149637972646822,475.7983277895137
9262,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.15890351762173796,0.8770502065857019,451.93882408158953
9262,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.15890351762173796,0.3830544629266223,141.06103417953574
9262,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.15890351762173796,0.6464048499790807,306.7907744609001
9263,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.7036349594540628,0.7774884233241919,10.495991263343504
9263,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.7036349594540628,0.8721163893577686,23.94443704650879
9263,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.7036349594540628,0.7983896953477685,13.466462207509425
9263,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.7036349594540628,0.7934306497343402,12.761686876665157
9263,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.7036349594540628,0.527682115152311,-25.006268085126177
9263,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.7036349594540628,0.7222998721816064,2.6526414693814124
9264,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.4934319169627245,0.7712296253003442,56.29909594166068
9264,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.4934319169627245,0.8711111111111112,76.54129803218989
9264,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.4934319169627245,0.8226340539736939,66.71683077117171
9264,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.4934319169627245,0.8418338064436068,70.60789493015342
9264,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.4934319169627245,0.5018920991074591,1.7145591628548347
9264,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.4934319169627245,0.8262429918785853,67.44822608242475
9265,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.7213136585313733,0.7369546544139333,2.168404229916528
9265,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.7213136585313733,0.7260536398467432,0.6571317843919265
9265,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.7213136585313733,0.6486707788304249,-10.070914205181216
9265,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.7213136585313733,0.8850039083689397,22.69335231650085
9265,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.7213136585313733,0.5172018187518784,-28.297237597729076
9265,Vehicle,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.7213136585313733,0.8257218935637765,14.474734229348016
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.4974936207692554,0.4019958416526428,-19.19577963008813
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.4974936207692554,0.24673250526036422,-50.40489064385365
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.4974936207692554,0.1647252340003858,-66.88897563235535
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.4974936207692554,0.19621465687951076,-60.55936223340682
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.4974936207692554,0.4214737788318104,-15.280566174878466
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.4974936207692554,0.8155440003252119,63.93054428801867
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.4974936207692554,0.6181837869191704,24.259640950429958
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.4974936207692554,0.5997606256288001,20.556445467866116
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.16619461070139963,0.28572357962188466,71.9210860183918
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.16619461070139963,0.3000702746187397,80.55355306188194
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.16619461070139963,0.17758592171042675,6.854200001403051
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.16619461070139963,0.18835308751145466,13.332849192003568
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.16619461070139963,0.36369676382272514,118.83788065557425
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.16619461070139963,0.8291270979266424,398.88928072182057
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.16619461070139963,0.5605036360817114,237.257407876338
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.16619461070139963,0.4154136655024197,149.95615907713741
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.5164979533639399,0.37304651923850213,-27.773863031042367
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.5164979533639399,0.257463285186591,-50.15211899490826
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.5164979533639399,0.16416764991415472,-68.21523708953067
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.5164979533639399,0.2020467137778206,-60.88141057251152
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.5164979533639399,0.2947797540761471,-42.92721739626401
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.5164979533639399,0.6385924848494167,23.63891873922786
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.5164979533639399,0.5608972740556173,8.596223935159006
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.5164979533639399,0.5503285847718147,6.550002993726621
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.3119219281246417,0.36264130657309085,16.260279857010264
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.3119219281246417,0.282602471331152,-9.39961386163715
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.3119219281246417,0.19411945201202194,-37.7666542461057
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.3119219281246417,0.23557390250477941,-24.47664583214367
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.3119219281246417,0.34282972115914784,9.90882340986159
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.3119219281246417,0.6561053260739235,110.34280277074609
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.3119219281246417,0.5735288144107484,83.86934764700818
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.3119219281246417,0.3815719926510291,22.32932610577982
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.5148592140261484,0.25564709589702156,-50.346213307928124
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.5148592140261484,0.3337101868112378,-35.18418672132582
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.5148592140261484,0.21172962226368192,-58.87620994330137
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.5148592140261484,0.2543747368852247,-50.59334086768317
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.5148592140261484,0.2107623314124443,-59.064084769056855
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.5148592140261484,0.5060679599861204,-1.7075064018532882
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.5148592140261484,0.6882912591482829,33.685333853872976
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.5148592140261484,0.18368200779548408,-64.3238378975276
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.5343860399510503,0.3622404042503881,-32.21372244612353
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.5343860399510503,0.20916191103614343,-60.859398375132955
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.5343860399510503,0.18976305813545455,-64.489518073332
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.5343860399510503,0.2283381930298259,-57.27092851251473
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.5343860399510503,0.3060159412364446,-42.735042018598456
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.5343860399510503,0.6842430599725234,28.042839598729046
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.5343860399510503,0.7077200266042768,32.43609931672315
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.5343860399510503,0.3975798650805253,-25.6006266337078
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.25587985008330716,0.4492041511885934,75.55276472232784
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.25587985008330716,0.26661523935045467,4.195480520897747
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.25587985008330716,0.19365840469346404,-24.31666478215678
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.25587985008330716,0.23920647905314432,-6.5160937935263235
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.25587985008330716,0.27689711428109154,8.213723820356218
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.25587985008330716,0.6520985295466553,154.84559621804945
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.25587985008330716,0.6279380803548421,145.40348923543743
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.25587985008330716,0.26167828855353786,2.2660785788106796
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.3046945906942915,0.32938893844781447,8.104622959420862
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.3046945906942915,0.21019908932860276,-31.01318640096853
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.3046945906942915,0.1987429007542677,-34.773078740451965
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.3046945906942915,0.21384584318968586,-29.81633093570627
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.3046945906942915,0.36995314750683256,21.417694572076197
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.3046945906942915,0.7237455105101377,137.5314602274287
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.3046945906942915,0.44583335660262813,46.3213887672673
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.3046945906942915,0.5170805931402557,69.70455299584131
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,immediate,0.38826972331537535,0.4283862451987433,10.332127249278967
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_early,0.38826972331537535,0.23652554349758942,-39.08215621915244
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,peak_sustained,0.38826972331537535,0.19746649418511325,-49.14192832266774
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_early,0.38826972331537535,0.22550283767504795,-41.9210862620155
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,decline_late,0.38826972331537535,0.3473099890063232,-10.549299069549715
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_6hr,0.38826972331537535,0.6926037053477433,78.38210495366647
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,post_12hr,0.38826972331537535,0.6481840727200353,66.94169897804325
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.in_proximity_other,next_day,0.38826972331537535,0.5547348230739791,42.87357209755733
0,25 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,20.778641275695456,19.336046357431584,-6.9426816658664725
0,25 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,20.778641275695456,19.687253396612704,-5.2524506516185765
0,25 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,20.778641275695456,17.556958536219415,-15.504780590463376
0,25 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,20.778641275695456,19.060671949891614,-8.267957962262585
0,25 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,20.778641275695456,19.399073325101703,-6.639355924621587
0,25 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,20.778641275695456,10.14812452435831,-51.160788668947
0,25 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,20.778641275695456,13.704828935485692,-34.04367131783503
0,25 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,20.778641275695456,15.325912942935192,-26.241986953873926
0,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,20.122820733425083,18.14285123340908,-9.839423241132238
0,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,20.122820733425083,21.167633865181863,5.192180289224009
0,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,20.122820733425083,22.75474756573393,13.079313616987475
0,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,20.122820733425083,16.46977119437699,-18.15376476012721
0,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,20.122820733425083,6.52295000671,-67.58431587140747
0,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,20.122820733425083,6.2325041634898914,-69.02768132731327
0,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,20.122820733425083,17.740935651219054,-11.836735583742444
0,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,20.122820733425083,12.727902723745501,-36.748913622215134
0,Vehicle,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,16.705653948381876,19.42744070967301,16.29260829717336
0,Vehicle,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,16.705653948381876,11.548275561295423,-30.872053276226286
0,Vehicle,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,16.705653948381876,5.353812034727854,-67.95209543265783
0,Vehicle,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,16.705653948381876,8.395788359053494,-49.74283326474198
0,Vehicle,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,16.705653948381876,5.476194737475831,-67.21951290026416
0,Vehicle,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,16.705653948381876,5.2824600466091605,-68.37920824332157
0,Vehicle,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,16.705653948381876,20.220252407588763,21.0383770073683
0,Vehicle,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,16.705653948381876,11.215579928215089,-32.86356844892361
9239,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,21.315130701088496,23.738912153305495,11.371177996545079
9239,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,21.315130701088496,26.423165152809762,23.96435904312994
9239,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,21.315130701088496,28.93800113267468,35.76271963088132
9239,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,21.315130701088496,17.865028391710123,-16.18616539471741
9239,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,21.315130701088496,7.246665440192751,-66.0022472213943
9239,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,21.315130701088496,7.426172226553165,-65.16009059154428
9239,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,21.315130701088496,21.76784005263827,2.1238872887917886
9239,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,21.315130701088496,14.189566417120174,-33.42960633877062
9240,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,20.94112635039392,22.85930488317887,9.159863231276798
9240,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,20.94112635039392,26.638133555566345,27.204874799226168
9240,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,20.94112635039392,28.96387822876774,38.31098549397228
9240,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,20.94112635039392,15.880215105016198,-24.167330642568427
9240,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,20.94112635039392,5.846059106949268,-72.08335879775015
9240,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,20.94112635039392,6.788126312320089,-67.58471249951464
9240,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,20.94112635039392,21.563810539502835,2.973499030997458
9240,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,20.94112635039392,14.083186878739728,-32.748665744644576
9241,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,20.985333643593997,23.119721094816462,10.170853070396673
9241,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,20.985333643593997,25.644316662771672,22.201138653803966
9241,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,20.985333643593997,26.771366520593702,27.5717935929313
9241,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,20.985333643593997,16.258278274449815,-22.525519247997124
9241,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,20.985333643593997,6.939019870570979,-66.93395497817501
9241,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,20.985333643593997,7.008811875690301,-66.60137982685913
9241,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,20.985333643593997,21.86010044737475,4.168467457498762
9241,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,20.985333643593997,13.901527794079424,-33.75598391630519
9242,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,20.70185615106328,18.769951787976826,-9.33203452380876
9242,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,20.70185615106328,23.626440146811937,14.1271583301889
9242,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,20.70185615106328,25.07711264330028,21.13460967127955
9242,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,20.70185615106328,20.472581167736355,-1.1075093057061367
9242,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,20.70185615106328,7.036514222034872,-66.01022550495568
9242,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,20.70185615106328,7.215116384370226,-65.14749048722548
9242,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,20.70185615106328,16.951389212931634,-18.116573271324828
9242,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,20.70185615106328,13.155188536213792,-36.45406266849109
9243,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,19.490744283979666,17.99126320572192,-7.693298195340013
9243,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,19.490744283979666,21.833652986312067,12.020622035753377
9243,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,19.490744283979666,24.01037330913925,23.188591258028428
9243,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,19.490744283979666,19.912594084630634,2.1643596288814138
9243,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,19.490744283979666,7.068366102133959,-63.734755332336015
9243,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,19.490744283979666,7.189994159683165,-63.11072550680915
9243,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,19.490744283979666,17.415255579438874,-10.648586191994376
9243,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,19.490744283979666,13.367180391246961,-31.417804284497958
9244,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,20.499841988489965,19.164224337688164,-6.515258271511113
9244,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,20.499841988489965,23.286190416581476,13.592048317523425
9244,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,20.499841988489965,24.77493523058895,20.854274118304524
9244,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,20.499841988489965,20.843483826367546,1.6763145690124093
9244,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,20.499841988489965,6.7189866876163835,-67.22420255049337
9244,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,20.499841988489965,7.459702832277104,-63.61092521364068
9244,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,20.499841988489965,17.43768739626167,-14.93745461037018
9244,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,20.499841988489965,12.347660398701183,-39.767045981944555
9245,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,18.722374735812437,18.7317233885072,0.049933049768944325
9245,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,18.722374735812437,17.109821433025704,-8.612974184851758
9245,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,18.722374735812437,18.738371615340988,0.08544257742022282
9245,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,18.722374735812437,16.826654637095842,-10.125425462670785
9245,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,18.722374735812437,10.026382339809611,-46.44705876637007
9245,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,18.722374735812437,7.518738492166525,-59.84089305837592
9245,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_12hr,18.722374735812437,15.164067722830211,-19.005639312281488
9245,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,next_day,18.722374735812437,13.66164652149076,-27.03037561064004
9246,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,immediate,18.51316355982486,15.322438879373209,-17.234897051176038
9246,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_early,18.51316355982486,17.89733227770813,-3.326450825795847
9246,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,peak_sustained,18.51316355982486,20.317778020435576,9.747736818610957
9246,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_early,18.51316355982486,17.38191827566662,-6.110491491649425
9246,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,decline_late,18.51316355982486,9.614157445763373,-48.068532886367876
9246,5 mg/kg,Rep1_Dose1,distance_farthest_other.social.animal.cm,post_6hr,18.51316355982486,6.783100179021468,-63.36066411825275
