animal_id,dose_group,event,feature,window,baseline_mean,window_mean,pct_change
9240,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.32842263025856877,0.8336031752184093,153.82026036455204
9240,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.32842263025856877,0.20263912861380046,-38.299279664662066
9240,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.32842263025856877,0.009173724541238153,-97.20673190698959
9240,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.32842263025856877,0.043595724226203475,-86.72572465792618
9240,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.32842263025856877,0.2933911379211635,-10.666589056248894
9240,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.32842263025856877,0.15064613187148485,-54.130404548285725
9241,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.273733957614492,0.5114132403758126,86.82857064305179
9241,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.273733957614492,0.4793046346767207,75.09871221448537
9241,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.273733957614492,0.7024086017192345,156.6026545776459
9241,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.273733957614492,0.27788347587988776,1.5158945939910293
9241,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.273733957614492,0.03965665172561724,-85.5127028918104
9241,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.273733957614492,0.06338627634174193,-76.84383885209785
9241,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.273733957614492,0.40762900725314677,48.91430014949893
9241,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.273733957614492,0.21118452431632584,-22.850447143374318
9242,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.4136495136250022,0.39611135505486533,-4.239859589448528
9242,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.4136495136250022,0.5021919234856095,21.405176833080056
9242,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.4136495136250022,0.4732042893994667,14.397400169181495
9242,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.4136495136250022,0.4678297184234657,13.098094646276099
9242,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.4136495136250022,0.09681336108633165,-76.59531610761213
9242,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.4136495136250022,0.05843360643985887,-85.87364314107899
9242,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.4136495136250022,0.29993022964221716,-27.49170015605973
9242,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.4136495136250022,0.16105245513721161,-61.0654793895841
9243,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.28970071190246754,0.649792981995127,124.2980273427462
9243,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.28970071190246754,0.4872309810710573,68.1842539741813
9243,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.28970071190246754,0.6018535964337615,107.75012684000073
9243,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.28970071190246754,0.36278043882454547,25.225939709351287
9243,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.28970071190246754,0.016212530989407257,-94.40369653117543
9243,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.28970071190246754,0.03652211403676458,-87.39315695949675
9243,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.28970071190246754,0.2859029342681323,-1.3109314124204972
9243,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.28970071190246754,0.2738820877057518,-5.460333215211896
9244,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.5387589223349308,0.4266803458708009,-20.803103543676244
9244,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.5387589223349308,0.5811830103266481,7.874410285003769
9244,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.5387589223349308,0.5470296720105846,1.5351485298487717
9244,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.5387589223349308,0.3765469489803776,-30.108452339228403
9244,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.5387589223349308,0.019003115264797508,-96.47279804064502
9244,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.5387589223349308,0.07341019017588925,-86.37420428088015
9244,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.5387589223349308,0.3400631204656795,-36.88028051732717
9244,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.5387589223349308,0.14792565980370895,-72.54325568055319
9245,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.42392346078689797,0.5780704032249625,36.36197490743562
9245,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.42392346078689797,0.3777514610684912,-10.891588692142928
9245,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.42392346078689797,0.5425843586308393,27.991113684456113
9245,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.42392346078689797,0.4485557218020065,5.810544424549058
9245,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.42392346078689797,0.04551594873473137,-89.26316824970162
9245,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.42392346078689797,0.05239582441648119,-87.64026309862099
9245,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.42392346078689797,0.37668084133793706,-11.144138935190778
9245,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.42392346078689797,0.3739481004096624,-11.788769671881324
9246,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.3835574468314735,0.43222222222222223,12.68774098710979
9246,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.3835574468314735,0.46127960368941373,20.263498336427702
9246,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.3835574468314735,0.6668682262987624,73.86397573758208
9246,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.3835574468314735,0.3087753959183636,-19.496962327514776
9246,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.3835574468314735,0.06983660130718955,-81.792401142488
9246,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.3835574468314735,0.06067129629629629,-84.18195323868815
9246,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.3835574468314735,0.33910185076843524,-11.590335797227024
9246,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.3835574468314735,0.09404885600943809,-75.479851379144
9247,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.3921904455491734,0.3300709400620195,-15.839117498176103
9247,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.3921904455491734,0.37073737295054127,-5.470065077335583
9247,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.3921904455491734,0.4511023113382429,15.021239415095089
9247,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.3921904455491734,0.5380754732935159,37.19749662439219
9247,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.3921904455491734,0.271959708107534,-30.656212767571034
9247,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.3921904455491734,0.029343292746504164,-92.51810107066338
9247,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.3921904455491734,0.3100888536384697,-20.93411322036138
9247,5 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.3921904455491734,0.21911252080024854,-44.13109159417911
9257,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.3198311559231735,0.7504659227039452,134.64440809019064
9257,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.3198311559231735,0.19802117690088478,-38.08571390447923
9257,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.3198311559231735,0.15013721440116412,-53.05735178681951
9257,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.3198311559231735,0.1056803222529124,-66.95746480736922
9257,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.3198311559231735,0.10833333333333334,-66.12796116731165
9257,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.3198311559231735,0.06250174201486469,-80.4578944679554
9257,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.3198311559231735,0.416027575762502,30.07725109258454
9257,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.3198311559231735,0.2111452104144192,-33.98228830929208
9258,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.4698332946452698,0.14505747126436783,-69.12575738722644
9258,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.4698332946452698,0.3611666680923121,-23.128762433705848
9258,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.4698332946452698,0.11040170496141663,-76.50194096083136
9258,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.4698332946452698,0.09655441447960443,-79.44921835467103
9258,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.4698332946452698,0.02768126177024482,-94.10828008876115
9258,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.4698332946452698,0.08594620143817888,-81.70708580730334
9258,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.4698332946452698,0.4194291380679266,-10.728093805144013
9258,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.4698332946452698,0.18987392646797238,-59.58695804831591
9259,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.2936268812552438,0.20843441150044922,-29.01385233892755
9259,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.2936268812552438,0.16485972774882798,-43.85400715218617
9259,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.2936268812552438,0.06043237826039993,-79.41864927282754
9259,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.2936268812552438,0.061911132827648256,-78.91503238294105
9259,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.2936268812552438,0.1159223817118554,-60.520514601288674
9259,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.2936268812552438,0.12998938326238627,-55.729740170012164
9259,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.2936268812552438,0.42663446431839197,45.29816292518785
9259,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.2936268812552438,0.17898450699786417,-39.043555469883344
9260,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.07858632770891685,0.5219804651301826,564.2128221891144
9260,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.07858632770891685,0.39272548253351497,399.73766936682307
9260,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.07858632770891685,0.007671957671957673,-90.237541445664
9260,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.07858632770891685,0.18009672273414856,129.17055419770398
9260,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.07858632770891685,0.05320923608991964,-32.29199322430966
9260,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.07858632770891685,0.05412840916819697,-31.122358371690073
9260,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.07858632770891685,0.3796668324998558,383.120720319365
9260,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.07858632770891685,0.2419944835002394,207.93458678535671
9261,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.2624420939559891,0.42578989359234826,62.24146331638101
9261,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.2624420939559891,0.11854597652322899,-54.829663665498394
9261,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.2624420939559891,0.021212121212121213,-91.91740894443616
9261,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.2624420939559891,0.19381479907195862,-26.14949981901117
9261,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.2624420939559891,0.07669137532507735,-70.77779171433592
9261,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.2624420939559891,0.10829709287374345,-58.73486175891257
9261,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.2624420939559891,0.44784622389701945,70.645728795367
9261,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.2624420939559891,0.32074001874672775,22.213633457944844
9262,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.21097607665404272,0.27691112155998804,31.252379867725573
9262,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.21097607665404272,0.23782226740007664,12.724755892610581
9262,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.21097607665404272,0.004,-98.1040504385911
9262,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.21097607665404272,0.09609513004500457,-54.45212008441091
9262,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.21097607665404272,0.07112417106417405,-66.28803976632713
9262,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.21097607665404272,0.03997955010224948,-81.05019737957888
9262,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.21097607665404272,0.4692742721196118,122.43008760141316
9262,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.21097607665404272,0.18722180634782215,-11.25922459216676
9263,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.1234966348626754,0.15529400010989722,25.747556022542273
9263,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.1234966348626754,0.082183908045977,-33.45251217787183
9263,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.1234966348626754,0.13749605936631068,11.335875280490217
9263,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.1234966348626754,0.11410138472314016,-7.6076972866365775
9263,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.1234966348626754,0.28521282423478006,130.9478509693226
9263,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.1234966348626754,0.19562064018061684,58.40159563711287
9264,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.3065454382380381,0.1446067926488733,-52.82696311514397
9264,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.3065454382380381,0.06333333333333332,-79.33965884556603
9264,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.3065454382380381,0.08948811843227468,-70.80755174611814
9264,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.3065454382380381,0.09098026897482432,-70.32078849459947
9264,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.3065454382380381,0.2714371688527725,-11.452876150126677
9264,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.3065454382380381,0.12124762747219113,-60.447094509349654
9265,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.1798989721687082,0.15983436333536707,-11.153264852744494
9265,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.1798989721687082,0.2149425287356322,19.47957575547477
9265,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.1798989721687082,0.2638715970731108,46.677656849341844
9265,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.1798989721687082,0.06408123386517664,-64.37932185344471
9265,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.1798989721687082,0.27765026375252166,54.33677046922918
9265,Vehicle,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.1798989721687082,0.12808472912760785,-28.80185607314602
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.27984894950759603,0.3172681930000641,13.3712288569632
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.27984894950759603,0.5344452612685188,90.97633284273311
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.27984894950759603,0.4813290308988766,71.9960113288943
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.27984894950759603,0.5133076645678317,83.42311646015267
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.27984894950759603,0.3136002834464569,12.060554094716997
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.27984894950759603,0.07482203629539023,-73.2634207035466
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.27984894950759603,0.2911710073380751,4.045774640355315
9275,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.27984894950759603,0.16963214224940962,-39.38439199150711
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.5957823627244814,0.42279695049300037,-29.035000539530547
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.5957823627244814,0.38824236028881176,-34.8348684722052
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.5957823627244814,0.44492162648001704,-25.32145053012079
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.5957823627244814,0.5253597300249656,-11.820194269846588
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.5957823627244814,0.3689738775395594,-38.06901636828232
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.5957823627244814,0.07206654891515563,-87.90388010386896
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.5957823627244814,0.3105442902090137,-47.876219633473035
9276,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.5957823627244814,0.341612544685151,-42.661521042184795
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.2969747453208648,0.29871996038383913,0.5876644699496942
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.2969747453208648,0.5760102411012842,93.95933498619114
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.2969747453208648,0.5020386004451206,69.05094064570898
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.2969747453208648,0.511697645029838,72.30342077639531
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.2969747453208648,0.4788781995350047,61.25216271087404
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.2969747453208648,0.2921103190565443,-1.6379932438580924
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.2969747453208648,0.30000371612006493,1.019942216274141
9277,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.2969747453208648,0.21852551778502155,-26.41612755693526
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.5710120113840992,0.422018230520402,-26.092932879388144
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.5710120113840992,0.49795410976799154,-12.794459689038701
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.5710120113840992,0.5119675623129529,-10.340316472157218
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.5710120113840992,0.47249287409130697,-17.253426430380628
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.5710120113840992,0.294413702519759,-48.440015857789454
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.5710120113840992,0.1922830077022257,-66.32592592296909
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.5710120113840992,0.21465009127587995,-62.40883081328168
9278,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.5710120113840992,0.3124480800372441,-45.28169744102431
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.34175643425147445,0.4641061797477201,35.80027564491065
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.34175643425147445,0.4051644168803237,18.553559281986118
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.34175643425147445,0.5076835378036747,48.55127421832422
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.34175643425147445,0.4611697040145535,34.941045082185994
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.34175643425147445,0.5856526995446246,71.36552259135642
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.34175643425147445,0.42097452516902995,23.17969260507455
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.34175643425147445,0.12899705867591393,-62.25468030808335
9279,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.34175643425147445,0.5509565251471646,61.21321208008468
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.34578058787560445,0.34927263083050814,1.0099013875700729
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.34578058787560445,0.5377673488691407,55.52271229945506
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.34578058787560445,0.5174219168126651,49.638798404382705
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.34578058787560445,0.507560464058789,46.78685902442427
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.34578058787560445,0.3188371639581761,-7.792057987685923
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.34578058787560445,0.16388878678298574,-52.603242481054146
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.34578058787560445,0.12122721954338657,-64.94099906296695
9280,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.34578058787560445,0.31807671745111343,-8.011979676099562
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.45982703242117573,0.290868664067992,-36.743896387202255
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.45982703242117573,0.3856440478442832,-16.132801976927947
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.45982703242117573,0.5135270403131856,11.67830599459488
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.45982703242117573,0.47122828166116393,2.479464763077542
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.45982703242117573,0.43715268985261324,-4.931059065660599
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.45982703242117573,0.2155847845169181,-53.11611338250889
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.45982703242117573,0.19370203143873493,-57.87502304533615
9281,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.45982703242117573,0.5054711822726173,9.926373752127327
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.3441204685863987,0.4353984537615225,26.52500897435181
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.3441204685863987,0.44973407315323316,30.690881306968205
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.3441204685863987,0.5114697738665055,48.63102330633093
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.3441204685863987,0.5080664370800648,47.64202756294457
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.3441204685863987,0.3384171551182423,-1.6573595553861997
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.3441204685863987,0.1603894500571997,-53.391482141106486
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.3441204685863987,0.35430664847976756,2.9600621942694425
9282,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.3441204685863987,0.2095507652520001,-39.10540511792081
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,immediate,0.2825898370489676,0.33686190874792493,19.205245406455635
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_early,0.2825898370489676,0.41555523330429267,47.05243388929256
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,peak_sustained,0.2825898370489676,0.5003560162874786,77.06086726706174
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_early,0.2825898370489676,0.4838441060795792,71.21780143697734
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,decline_late,0.2825898370489676,0.34908547297796727,23.530795241400412
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_6hr,0.2825898370489676,0.16901589308238735,-40.190385171884294
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,post_12hr,0.2825898370489676,0.1966130774081322,-30.4245759644701
9283,25 mg/kg,Rep1_Dose1,animal_bouts.social.isolated_other,next_day,0.2825898370489676,0.2495108563349385,-11.705651222091594
0,25 mg/kg,Rep1_Dose1,distance_stddev_other.social.animal.cm,immediate,8.960252575636318,9.47526803584465,5.747778378577211
0,25 mg/kg,Rep1_Dose1,distance_stddev_other.social.animal.cm,peak_early,8.960252575636318,8.953192287193943,-0.07879564089044164
0,25 mg/kg,Rep1_Dose1,distance_stddev_other.social.animal.cm,peak_sustained,8.960252575636318,7.77658759521627,-13.210174271633063
0,25 mg/kg,Rep1_Dose1,distance_stddev_other.social.animal.cm,decline_early,8.960252575636318,8.55217786304659,-4.554276892811238
0,25 mg/kg,Rep1_Dose1,distance_stddev_other.social.animal.cm,decline_late,8.960252575636318,9.252771587204975,3.2646290838278533
0,25 mg/kg,Rep1_Dose1,distance_stddev_other.social.animal.cm,post_6hr,8.960252575636318,5.036230787016565,-43.79365152372489
0,25 mg/kg,Rep1_Dose1,distance_stddev_other.social.animal.cm,post_12hr,8.960252575636318,5.703105069247826,-36.35106799606241
0,25 mg/kg,Rep1_Dose1,distance_stddev_other.social.animal.cm,next_day,8.960252575636318,6.738308765822423,-24.797780989517495
