animal_id,dose_group,event,feature,window,pct_change
9292,25 mg/kg,Rep2_Dose1,animal_bouts.inactive,post_6hr,-49.788230585237905
9292,25 mg/kg,Rep2_Dose1,animal_bouts.inactive,post_12hr,-34.40824832730065
9292,25 mg/kg,Rep2_Dose1,animal_bouts.inactive,next_day,10.271526337389213
9292,25 mg/kg,Rep2_Dose2,animal_bouts.inactive,immediate,466.7543859649122
9292,25 mg/kg,Rep2_Dose2,animal_bouts.inactive,peak_early,153.9473684210526
9292,25 mg/kg,Rep2_Dose2,animal_bouts.inactive,peak_sustained,-54.48916408668731
9292,25 mg/kg,Rep2_Dose2,animal_bouts.inactive,decline_early,30.66458519179302
9292,25 mg/kg,Rep2_Dose2,animal_bouts.inactive,decline_late,254.68331846565567
9292,25 mg/kg,Rep2_Dose2,animal_bouts.inactive,post_6hr,648.0593942957953
9292,25 mg/kg,Rep2_Dose2,animal_bouts.inactive,post_12hr,262.06896551724134
9292,25 mg/kg,Rep2_Dose2,animal_bouts.inactive,next_day,292.0753588516746
9239,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,immediate,148.68759650025734
9239,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_early,337.94586390083487
9239,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_sustained,208.78167303019774
9239,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_early,173.06943543153793
9239,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_late,32.33830845771142
9239,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_6hr,-32.85745187107941
9239,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_12hr,45.847941500550924
9239,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,next_day,32.77611940298505
9239,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,immediate,-45.185185185185176
9239,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_early,372.40404040404053
9239,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_sustained,170.95171120487583
9239,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_early,49.68660968660975
9239,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_late,51.381100726895156
9239,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_6hr,17.25849560901109
9239,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_12hr,-41.181856013316676
9239,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,next_day,-15.037037037037024
9240,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,immediate,59.199789418267954
9240,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_early,163.00944494759995
9240,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_sustained,97.2661104207349
9240,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_early,-2.42283438433457
9240,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_late,-86.25954198473282
9240,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_6hr,-66.5449717889147
9240,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_12hr,-39.259183359803274
9240,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,next_day,-61.70992366412214
9240,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,immediate,-70.16129032258064
9240,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_early,372.5366568914954
9240,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_sustained,29.930583911800714
9240,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_early,-14.090747961715719
9240,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_late,85.72505275851671
9240,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_6hr,43.65646824077153
9240,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_12hr,-12.49546937296123
9240,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,next_day,4.435483870967722
9241,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,immediate,179.9939237429743
9241,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_early,321.4739042783543
9241,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_sustained,123.747566847659
9241,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_early,136.73625742194974
9241,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_late,-9.251101321585905
9241,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_6hr,-44.83815361041947
9241,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_12hr,55.539130177689735
9241,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,next_day,65.35682819383261
9241,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,immediate,-75.49668874172185
9241,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_early,170.8729680915112
9241,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_sustained,43.29784558638616
9241,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_early,-39.145622589331175
9241,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_late,47.019867549668895
9241,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_6hr,44.24114153068893
9241,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_12hr,-30.619837785549503
9241,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,next_day,-18.789025543992402
9242,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,immediate,102.0319303338171
9242,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_early,135.12336719883888
9242,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_sustained,99.90324141267538
9242,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_early,130.73201592795203
9242,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_late,30.37528509226623
9242,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_6hr,-59.13810427598527
9242,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_12hr,-20.153723502115742
9242,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,next_day,-20.26487663280118
9242,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,immediate,-62.24489795918367
9242,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_early,198.2224025974026
9242,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_sustained,126.47817460317461
9242,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_early,-25.51381401617251
9242,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_late,53.000151331719145
9242,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_6hr,-2.5565262076053274
9242,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_12hr,-58.225806451612904
9242,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,next_day,-43.71693121693123
9243,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,immediate,-75.54240631163708
9243,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_early,97.71475209140998
9243,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_sustained,72.3865877712032
9243,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_early,29.469478581904664
9243,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_late,-88.16568047337279
9243,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_6hr,-65.40737369139737
9243,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_12hr,-6.492207683973636
9243,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,next_day,1.7011834319526729
9243,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,immediate,-97.07971586424624
9243,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_early,222.9834254143647
9243,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_sustained,139.62553713934932
9243,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_early,35.765662462212035
9243,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_late,144.09120704185776
9243,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_6hr,62.94765292738187
9243,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_12hr,38.609873462840845
9243,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,next_day,8.014460132323848
9244,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,immediate,58.8516746411483
9244,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_early,-6.2035967662101825
9244,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_sustained,39.07496012759168
9244,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_early,19.249171880750858
9244,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_late,-67.1907040328093
9244,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_6hr,-50.58888479941112
9244,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_12hr,30.601792573623566
9244,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,next_day,25.14952153110049
9244,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,immediate,-57.8031212484994
9244,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_early,14.759358288770052
9244,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_sustained,47.170868347338924
9244,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_early,54.58221024258759
9244,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_late,56.12092294544936
9244,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_6hr,0.7708119218910625
9244,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_12hr,-23.673082136080232
9244,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,next_day,-13.440190891171289
9245,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,immediate,-3.335637746284117
9245,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_early,-37.57569356428672
9245,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_sustained,-63.676594845796366
9245,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_early,-85.25427756653991
9245,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_late,-85.6427317929219
9245,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_6hr,-69.14967162115452
9245,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_12hr,-26.05953816192155
9245,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,next_day,-34.09248028155738
9245,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,immediate,50.000000000000036
9245,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_early,813.0000000000001
9245,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_sustained,502.7777777777778
9245,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_early,104.08163265306125
9245,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_late,150.4672897196262
9245,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_6hr,127.73722627737226
9245,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_12hr,180.70175438596493
9245,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,next_day,131.46067415730337
9246,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,immediate,-100.0
9246,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_early,17.917478882391162
9246,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_sustained,33.09210526315792
9246,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_early,-55.61266447368421
9246,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_late,-85.78075798470536
9246,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_6hr,-67.4641148325359
9246,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_12hr,-38.36560405077734
9246,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,next_day,-73.1486515876468
9246,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,immediate,-86.97318007662835
9246,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_early,554.206896551724
9246,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_sustained,314.68710089399747
9246,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_early,39.573070607553355
9246,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_late,55.95660113868299
9246,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_6hr,141.61422938165953
9246,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_12hr,-22.5247025610002
9246,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,next_day,-1.2010848508330159
9247,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,immediate,-37.29801882815794
9247,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_early,170.4390634838857
9247,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,peak_sustained,337.9477932337283
9247,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_early,63.72681607418854
9247,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,decline_late,32.75670748622835
9247,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_6hr,-71.33623717858649
9247,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,post_12hr,-46.61665472914389
9247,5 mg/kg,Rep1_Dose1,animal_bouts.locomotion,next_day,-53.182520725024595
9247,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,immediate,-41.37931034482758
9247,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_early,326.7586206896553
9247,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,peak_sustained,209.0613026819924
9247,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_early,46.551724137931046
9247,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,decline_late,122.97776345472127
9247,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_6hr,29.43619431160335
9247,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,post_12hr,29.325468844525123
9247,5 mg/kg,Rep1_Dose2,animal_bouts.locomotion,next_day,-5.48237117396357
9248,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,immediate,-93.20754716981132
9248,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_early,281.590296495957
9248,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_sustained,80.2671189315243
9248,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_early,-23.75318714941353
9248,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_late,52.22060957910016
9248,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_6hr,44.63928967813543
9248,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_12hr,-23.773584905660364
9248,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,next_day,-54.07580564368008
9248,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,immediate,32.846181951041295
9248,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_early,277.49360613810745
9248,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_sustained,71.72907267450215
9248,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_early,47.31457800511507
9248,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_late,-87.7237851662404
9248,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_6hr,-84.76056089602257
9248,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_12hr,-64.4092931290163
9248,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,next_day,-22.72022137436585
9249,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,immediate,-88.36206896551725
9249,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_early,140.51724137931026
9249,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_sustained,70.51530414567992
9249,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_early,-30.10251630941286
9249,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_late,-9.946949602122004
9249,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_6hr,2.4920312952767394
9249,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_12hr,-54.310344827586206
9249,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,next_day,-50.42722001830944
9249,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,immediate,45.79439252336447
9249,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_early,92.52336448598129
9249,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_sustained,51.2128530925129
9249,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_early,58.82798686537004
9249,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_late,-86.34701340918325
9249,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_6hr,-59.00741218175959
9249,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_12hr,-37.0454723945653
9249,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,next_day,-3.1101578060364607
9250,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,immediate,-67.6923076923077
9250,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_early,298.07692307692315
9250,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_sustained,317.90598290598285
9250,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_early,21.901709401709418
9250,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_late,53.09988518943744
9250,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_6hr,71.98135198135198
9250,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_12hr,56.70611439842204
9250,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,next_day,-26.885369532428342
9250,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,immediate,30.879864636209824
9250,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_early,51.66666666666669
9250,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_sustained,12.10859522044145
9250,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_early,-11.09109764750833
9250,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_late,-91.33883248730965
9250,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_6hr,-92.30118443316412
9250,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_12hr,-36.53171557096282
9250,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,next_day,-6.53367767981712
9251,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,immediate,-81.03225806451613
9251,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_early,314.3548387096775
9251,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_sustained,136.74551971326167
9251,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_early,54.551971326164896
9251,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_late,75.52238805970151
9251,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_6hr,39.0967741935484
9251,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_12hr,10.510063413289235
9251,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,next_day,-6.091081593927878
9251,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,immediate,38.46426043878273
9251,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_early,72.27530077848553
9251,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_sustained,57.82103580715193
9251,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_early,13.015090290619389
9251,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_late,-78.26433121019107
9251,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_6hr,-77.66056263269638
9251,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_12hr,-33.71308235375348
9251,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,next_day,-6.617126680820926
9252,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,immediate,52.06896551724138
9252,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_early,267.72629310344837
9252,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_sustained,181.374521072797
9252,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_early,-28.03320561941251
9252,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_late,-0.7012352032938617
9252,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_6hr,34.40438871473356
9252,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_12hr,-29.4171824344238
9252,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,next_day,-10.961798512508445
9252,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,immediate,77.28148148148148
9252,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_early,171.98888888888885
9252,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_sustained,130.16978776529336
9252,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_early,20.246117084826796
9252,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_late,-88.62499999999999
9252,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_6hr,-78.51388888888889
9252,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_12hr,-17.79584462511291
9252,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,next_day,-15.740740740740735
9253,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,immediate,-42.0863309352518
9253,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_early,214.74820143884887
9253,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_sustained,110.30902550686719
9253,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_early,21.93578470556888
9253,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_late,35.01612503100966
9253,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_6hr,-28.250947628993607
9253,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_12hr,38.609112709832125
9253,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,next_day,-5.071942446043196
9253,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,immediate,-76.1061946902655
9253,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_early,290.8696978944157
9253,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_sustained,278.9026548672566
9253,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_early,74.58407079646015
9253,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_late,-82.9329962073325
9253,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_6hr,-78.3916891111966
9253,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_12hr,-3.7061680750548818
9253,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,next_day,16.22629582806576
9254,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,immediate,-82.05128205128204
9254,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_early,264.3755935422603
9254,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_sustained,47.10810023310026
9254,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_early,-12.333808167141498
9254,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_late,67.49557913351019
9254,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_6hr,87.68955059277641
9254,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_12hr,81.41025641025642
9254,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,next_day,-27.307692307692307
9254,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,immediate,-57.262569832402235
9254,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_early,219.70718551338857
9254,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_sustained,177.09497206703912
9254,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_early,41.11731843575423
9254,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_late,-13.088587390263362
9254,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_6hr,-76.82778722370658
9254,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_12hr,-21.821313059184263
9254,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,next_day,10.434956105347176
9255,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,immediate,-76.77725118483413
9255,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_early,148.2008074425136
9255,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_sustained,137.88237828522185
9255,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_early,143.59311918553627
9255,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_late,169.12077136787053
9255,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_6hr,89.42057789328852
9255,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_12hr,129.38388625592415
9255,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,next_day,-19.05213270142181
9255,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,immediate,-68.07432432432434
9255,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_early,249.13793103448282
9255,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_sustained,187.83783783783784
9255,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_early,184.5945945945946
9255,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_late,-73.93822393822393
9255,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_6hr,-34.95887191539365
9255,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_12hr,-17.1509855720382
9255,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,next_day,65.49227799227798
9256,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,immediate,-96.52509652509652
9256,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_early,211.99669056811925
9256,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,peak_sustained,71.48062990759624
9256,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_early,-38.51612229990606
9256,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,decline_late,8.58330858330861
9256,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_6hr,5.590344245806451
9256,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,post_12hr,-17.37451737451736
9256,5 mg/kg,Rep2_Dose1,animal_bouts.locomotion,next_day,-47.476680220043036
9256,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,immediate,86.28158844765342
9256,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_early,190.54151624548737
9256,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,peak_sustained,54.98316634892306
9256,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_early,8.030051712362187
9256,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,decline_late,-70.61685763616387
9256,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_6hr,-74.903522967758
9256,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,post_12hr,-46.703880107999886
9256,5 mg/kg,Rep2_Dose2,animal_bouts.locomotion,next_day,5.959637805527608
