cage_id,animal_id,night_date,active_duration,active_bout_count,active_mean_bout,inactive_duration,inactive_bout_count,inactive_mean_bout,locomotion_duration,locomotion_bout_count,locomotion_mean_bout,feeding_duration,feeding_bout_count,feeding_mean_bout,drinking_duration,drinking_bout_count,drinking_mean_bout,climbing_duration,climbing_bout_count,climbing_mean_bout,inferred_sleep_duration,inferred_sleep_bout_count,inferred_sleep_mean_bout,total_duration,total_distance,active_distance,inactive_distance,locomotion_distance,feeding_distance,drinking_distance,climbing_distance,inferred_sleep_distance,physically_demanding,sleep_related,feeding_resourcing,activity_amplitude,sleep_fragmentation,active_fragmentation,exploration_intensity,PC1,PC2,PC3,PC4,PC5,cluster_k2,cluster_k4,phase_k2,phase_k4
4918,9257,2025-01-21,25459,4242,6.0016501650165015,9337,1731,5.3939919121894855,5082,2531,2.0079020150138285,5494,935,5.875935828877005,315,50,6.3,3322,647,5.134466769706337,2539,34,74.67647058823529,80019,65664.3650344783,15191.553163679711,880.8941496044422,17225.392712518427,3522.6995953849314,13.586104524380687,12587.953080212259,98.90987160333552,8404,2539,5809,30541,0.013385826771653543,0.16661429693637078,2.1499693875475834,3.5905866331679235,-1.677046305051096,2.064492157339533,2.4417990419023745,-1.2873028747792934,0,2,High Activity (Estrus-like),Metestrus
4918,9258,2025-01-10,19316,3434,5.624927198602213,12028,2289,5.254696373962429,4483,2076,2.159441233140655,3967,851,4.661574618096357,79,50,1.58,7373,1643,4.487522824102252,5398,67,80.56716417910448,83882,114440.7419359817,12343.612481831444,4578.241962351798,17828.79075707422,2783.5332771832936,13.718977359037861,44720.289967134995,187.50333571366664,11856,5398,4046,23799,0.012409705501018707,0.17777087539473002,4.808434535125281,7.4236881535092145,6.606098475884557,-0.5410410630267735,0.3636310870659249,-0.3357760417735137,0,0,High Activity (Estrus-like),Estrus
4918,9258,2025-01-11,23528,3696,6.365800865800866,8875,2150,4.127906976744186,4642,2141,2.1681457262961232,2536,653,3.883614088820827,163,83,1.963855421686747,6155,1429,4.307207837648705,2572,33,77.93939393939394,78853,102316.7691966379,14513.674171026827,3558.690753499141,18176.791081955515,1893.7617170990375,35.72266912393019,34904.049267418246,76.46747953598303,10797,2572,2699,28170,0.012825495530509134,0.1570827489481066,3.6319892512384335,6.527892463381631,1.3482192783807816,-0.2300695647469097,-0.9726176358167722,0.9052345332898656,0,0,High Activity (Estrus-like),Estrus
4918,9258,2025-01-12,23521,3824,6.1508891213389125,7148,1842,3.8805646036916395,6356,2787,2.280588446358091,2338,746,3.1340482573726542,63,24,2.625,6175,1584,3.898358585858586,1991,29,68.65517241379311,76645,117784.58745212435,16666.4512352953,3918.701039534144,26139.436015372725,1732.4224480987912,24.000019596015612,34225.23131072375,54.96528185450514,12531,1991,2401,29877,0.014558232931726908,0.1625712099311283,3.9421844652294116,9.249866502307388,0.19994630234768263,1.1166426918311998,-1.0148045048418413,0.6301836596635515,0,0,High Activity (Estrus-like),Estrus
4918,9258,2025-01-13,25881,3799,6.812582258489076,10310,1896,5.437763713080169,3966,2028,1.955621301775148,3287,591,5.56175972927242,57,37,1.5405405405405406,3043,812,3.747536945812808,3458,48,72.04166666666667,80740,62477.52569711545,14628.162725277465,1576.0547831531244,14302.346214026798,1576.1921780187006,27.341639334442615,12041.75481785461,105.1914566584032,7009,3458,3344,29847,0.013876843018213356,0.14678154702109575,2.0931896843043236,1.6674556708320707,-0.33998163644910534,1.104361988111556,0.030128058260628355,-1.4645597339935086,0,2,High Activity (Estrus-like),Metestrus
4918,9258,2025-01-14,24663,3602,6.847029428095502,10632,1625,6.542769230769231,4515,2256,2.0013297872340425,4233,710,5.961971830985916,192,77,2.4935064935064934,3390,871,3.892078071182549,4489,51,88.01960784313725,85972,72272.4043230946,15345.309390963841,1980.2870468185752,17115.29818347689,2478.0903535487278,41.99074399849636,14647.112947580177,125.36526033204126,7905,4489,4425,29178,0.01135857461024499,0.14604281543950698,2.4768636458787006,2.3889466340215235,0.9819046617034073,1.7562793045503386,1.7001680196059619,0.00278967373590113,0,2,High Activity (Estrus-like),Metestrus
4918,9258,2025-01-16,22421,3826,5.860167276529012,9849,1617,6.090909090909091,6659,2755,2.417059891107078,3176,622,5.106109324758842,69,30,2.3,4271,1228,3.478013029315961,5264,52,101.23076923076923,82682,100664.11413979116,16782.39920588424,2829.0916595015824,27469.03304082597,2306.2165104808028,25.32752749487867,21685.453028598924,230.34255511693146,10930,5264,3245,29080,0.009876543209876543,0.17063598251717063,3.4615079997177247,6.542862867204812,2.4296213762917027,4.053018140459862,1.1376630193396733,0.4769388838097747,0,0,High Activity (Estrus-like),Estrus
4918,9258,2025-01-17,23916,3817,6.265653654702646,11268,1989,5.665158371040724,5081,2336,2.175085616438356,3463,669,5.176382660687594,48,34,1.411764705882353,2935,813,3.610086100861009,4661,56,83.23214285714286,85185,81643.12452488595,14789.184443533846,2486.9527176693246,20006.059770867112,2031.3268565070803,27.848297594623652,16043.378943847452,104.78024669048524,8016,4661,3511,28997,0.012012012012012012,0.15959359451436217,2.815474326673769,3.318388889221906,1.4864873882901528,2.8024694264419914,0.7014046259092591,-1.0298904179134083,0,0,High Activity (Estrus-like),Estrus
4918,9258,2025-01-18,24799,3952,6.275050607287449,8846,1561,5.666880204996797,6420,2869,2.2377134890205648,3907,653,5.983154670750383,59,34,1.7352941176470589,3135,1042,3.008637236084453,4202,49,85.75510204081633,82271,87002.27191107199,17220.57876031169,2469.324352679385,25368.153153945415,2173.557597831935,23.7280368521338,14932.947555689256,175.08970463262602,9555,4202,3966,31219,0.01165833928146562,0.15935483870967743,2.7867479792143497,5.2570982196650204,-0.044528178611133166,3.799100143621653,1.7282871652205205,-0.3593157231415814,0,0,High Activity (Estrus-like),Estrus
4918,9258,2025-01-19,24113,4321,5.580421198796575,8241,1832,4.498362445414847,7336,3105,2.3626409017713366,3897,550,7.085454545454546,110,81,1.3580246913580247,3510,1034,3.3945841392649903,2602,33,78.84848484848484,83853,106677.0585869202,17551.445107783402,2679.3207384424786,31145.456706505924,2369.456050183033,39.99058116616436,19369.458674800073,164.22015116756998,10846,2602,4007,31449,0.012677679600461006,0.17919051173592104,3.391957347755809,8.107076612042086,-0.9932532495740397,4.383947037063291,1.2652518681775073,-0.559527726446426,0,0,High Activity (Estrus-like),Estrus
4918,9258,2025-01-20,22918,4190,5.469689737470167,10748,2040,5.268627450980392,6363,2701,2.3557941503146984,3272,477,6.859538784067086,51,37,1.3783783783783783,3171,991,3.199798183652876,3489,47,74.23404255319149,83005,91707.56170669652,16002.027849698643,2491.907657835064,26171.764755385157,2066.9749863836682,29.77559816459018,17264.453382233427,127.32808123472546,9534,3489,3323,29281,0.013467048710601719,0.18281774946550897,3.1318749302198117,6.077645275832736,0.7275439829041587,3.878127342588655,0.204858995582552,-1.7914590798635566,0,0,High Activity (Estrus-like),Estrus
4918,9258,2025-01-21,26065,4245,6.1401648998822145,9244,1501,6.158560959360426,5321,2711,1.9627443747694577,4163,793,5.249684741488021,151,68,2.2205882352941178,2570,548,4.689781021897811,2448,31,78.96774193548387,79708,60072.66695570519,15730.703163998749,692.8822009313803,17652.669585172203,2398.2857618423723,27.58664677294418,7813.649486745517,115.1802299413613,7891,2448,4314,31386,0.012658227848101266,0.1628558275147702,1.9139346530635355,3.144895527855478,-2.3130197043947645,3.0002936727352973,1.2659296749128228,-1.454542569101316,0,2,High Activity (Estrus-like),Metestrus
4918,9259,2025-01-10,25228,3825,6.595555555555555,13142,2676,4.911061285500748,2486,1302,1.9093701996927803,2940,688,4.273255813953488,104,62,1.6774193548387097,2344,929,2.5231431646932183,4895,57,85.87719298245614,80568,48400.37747551617,11850.821818670902,2552.7118039231,9097.9550741942,1516.841119594429,25.59358247561351,9848.701798142773,144.0217599996002,4830,4895,3044,27714,0.011642156862745098,0.15161124103214554,1.746360363540183,-0.9830956646138843,1.6750085388429825,0.8235683184215935,-0.30017633478929656,-1.7403715041765717,1,3,Low Activity (Diestrus-like),Diestrus
4918,9259,2025-01-11,27614,3954,6.983813859382903,10015,2407,4.160781055255505,2985,1575,1.8952380952380952,1568,550,2.850909090909091,73,44,1.6590909090909092,2586,926,2.7926565874730023,2950,37,79.72972972972973,77389,52331.72481747742,13722.347795421285,1992.2290004524366,11163.365867696237,1253.437934923581,25.22750134362451,9619.882329639673,155.33044545275789,5571,2950,1641,30599,0.01253812267028126,0.1431830526887561,1.7101870855384778,0.2738871853494244,-1.3183367742068355,0.8453556655341761,-1.720922884600798,-0.7804956765039276,1,1,Low Activity (Diestrus-like),Proestrus
4918,9259,2025-01-12,28484,3830,7.437075718015666,9382,2262,4.147656940760389,3095,1557,1.9877970456005138,2102,557,3.7737881508078996,61,39,1.564102564102564,2239,880,2.544318181818182,2030,24,84.58333333333333,76506,50390.51689627512,14202.766814708542,1765.2282079886577,11757.977074768281,1222.6880747565604,30.577236585363224,7388.383811143307,116.55981658354955,5334,2030,2163,31579,0.011816838995568686,0.1344567316131297,1.5956465134982623,0.2165529071805187,-2.559326550572746,0.466025635099492,-1.140675562881956,-0.3956198140953287,1,1,Low Activity (Diestrus-like),Proestrus
4918,9259,2025-01-13,29447,3423,8.602687700847211,10227,2246,4.553428317008014,2127,1132,1.8789752650176679,3015,606,4.975247524752476,89,54,1.6481481481481481,1399,473,2.9577167019027484,2622,38,69.0,79810,33966.30205297247,12016.290914456931,968.8380781581254,7533.4098860488175,1307.5383791001705,31.963932390652246,2550.491405042956,130.19901305836484,3526,2622,3104,31574,0.014487228364468167,0.11623879380603097,1.0757340317647655,-2.8377324626008367,-2.620596564393125,-0.7547429349139189,-0.49695411127422917,-1.1422455104402816,1,1,Low Activity (Diestrus-like),Proestrus
4918,9259,2025-01-14,27755,3402,8.15843621399177,11263,2122,5.307728557964185,2588,1307,1.980107115531752,2672,492,5.430894308943089,86,53,1.6226415094339623,1594,540,2.9518518518518517,3910,51,76.66666666666667,82804,40350.32825464533,12175.652555364668,1360.6523297662015,9833.259877153863,1370.5339604925912,33.741717674515726,3926.6059777796463,99.24217658593136,4182,3910,2758,30343,0.013040143185885963,0.122568093385214,1.32976299283698,-2.3542401150739254,-0.7711032203888964,0.380164429321526,-0.4191231185285143,-0.8386711654486745,1,3,Low Activity (Diestrus-like),Diestrus
4918,9259,2025-01-16,27169,3246,8.369993838570549,11470,1871,6.130411544628541,2591,1343,1.9292628443782576,2792,566,4.932862190812721,80,51,1.5686274509803921,1970,682,2.8885630498533725,4670,71,65.77464788732394,81954,40810.75758549188,12474.141506626638,1513.606388205591,9392.583530354044,1606.4465161631394,33.36895084215334,4488.443440390725,189.83807934823994,4561,4670,2872,29760,0.01520017126953543,0.11947000368053,1.3712831418800404,-2.5023975968891836,0.2403941251413335,0.036731038573392494,-0.367667074260805,-1.3704818811011459,1,3,Low Activity (Diestrus-like),Diestrus
4918,9259,2025-01-17,26757,3557,7.522350295192578,13480,2418,5.574855252274607,1924,1109,1.7348963029756537,3848,611,6.297872340425532,97,54,1.7962962962962963,1039,365,2.8465753424657536,4105,43,95.46511627906976,81595,30052.05466309455,11208.847226381331,1124.1470925431329,6274.231446923113,1586.2614811529384,32.223261679778666,2169.942526128195,77.64518361095323,2963,4105,3945,28681,0.010472479298587432,0.13293220719037296,1.0477670547065947,-3.471451970738875,-0.03343264990109491,0.3512572706978631,0.6419756628180938,-1.6094834820985033,1,3,Low Activity (Diestrus-like),Diestrus
4918,9259,2025-01-18,29154,3449,8.452884894172223,9954,2087,4.769525634882607,2690,1381,1.947863866763215,2895,504,5.744047619047619,169,81,2.0864197530864197,1402,528,2.6553030303030303,2479,42,59.023809523809526,77878,41436.91007649434,13276.776845269107,1167.2942211694995,10211.466316908667,1397.4566472546678,36.73003668046901,3717.353074404366,79.20939346515416,4092,2479,3064,31844,0.016935483870967744,0.11829874807065684,1.3012061572144558,-1.9375660654737001,-2.8221916552121846,-0.4132353442611262,-0.731156403002881,-1.2032857325584145,1,1,Low Activity (Diestrus-like),Proestrus
4918,9259,2025-01-19,30159,3457,8.724038183396008,8567,1856,4.615840517241379,2840,1548,1.834625322997416,3092,453,6.82560706401766,205,123,1.6666666666666667,1634,546,2.9926739926739927,2350,31,75.80645161290323,81270,41298.45818928861,13748.042778759149,996.738046464025,10058.990256909543,1380.8651320426652,30.837478074045826,3277.2954464604804,91.93325726870971,4474,2350,3297,32999,0.013185878349638452,0.11462201591511936,1.2514684299784429,-1.6708846375073252,-3.534497532973063,-0.011417589875150142,0.16745352662697788,0.35708110990632536,1,1,Low Activity (Diestrus-like),Proestrus
4918,9259,2025-01-20,27658,3167,8.733185980423114,11308,1644,6.878345498783455,2784,1497,1.8597194388777556,3305,446,7.410313901345291,60,35,1.7142857142857142,1450,600,2.4166666666666665,4988,57,87.50877192982456,82024,43277.965604349105,13506.305919540035,1339.9471065869952,10369.601942653504,1610.2867388316379,22.21502088027783,3626.870322440991,152.80368945888688,4234,4988,3365,30442,0.011425135297654841,0.11450160887956903,1.421606464683149,-2.540771260852671,0.013569770305249057,0.6949764517965057,0.798860625582075,-0.21418881975356216,1,3,Low Activity (Diestrus-like),Diestrus
4918,9259,2025-01-21,27605,4099,6.734569407172481,7809,1481,5.272788656313302,4996,2520,1.9825396825396826,4949,913,5.420591456736035,128,60,2.1333333333333333,2790,520,5.365384615384615,2162,28,77.21428571428571,79048,56884.68980241846,16396.507979561204,657.4535307708702,15539.563238527091,2696.8567393355825,28.91591715400849,7753.21020107098,55.795674355433086,7786,2162,5077,32601,0.012944983818770227,0.1484822140114468,1.7448220907434655,2.5790559070976737,-3.281978550615366,1.8269593537688784,2.074704040473311,-1.197555704633924,0,2,High Activity (Estrus-like),Metestrus
4922,9260,2025-01-10,24400,3220,7.577639751552795,9986,2047,4.8783585735222275,3245,1598,2.030663329161452,2980,799,3.729662077596996,65,39,1.6666666666666667,5569,1049,5.308865586272641,2159,34,63.5,77004,74134.05669026411,12535.379670320366,2810.3446921794784,11757.08735726494,2366.3354737169047,36.77789534601772,23336.80063738952,59.01753099919664,8814,2159,3045,27645,0.01574074074074074,0.13196180484406378,2.681547301246622,2.9070498034350347,0.5419852431402133,-2.27325115774984,-1.2108400658097151,-0.5616919918615695,0,0,High Activity (Estrus-like),Estrus
4922,9260,2025-01-11,26336,3132,8.40868454661558,9927,1753,5.662863662293212,2955,1500,1.97,2861,592,4.83277027027027,103,39,2.641025641025641,3982,888,4.4842342342342345,3579,50,71.58,81269,54165.39464720679,12868.461423857145,1818.7735615365466,10628.374968114495,1808.22173732907,27.763617953279574,12196.789362567113,95.7194676643271,6937,3579,2964,29291,0.013966480446927373,0.1189201503588108,1.8491531697120986,-0.04876039001861303,0.0978151018631377,-1.0186747450572704,-0.38342144716146676,-0.03544724173589915,1,2,Low Activity (Diestrus-like),Metestrus
4922,9260,2025-01-12,25510,3442,7.411388727484021,10354,2142,4.833800186741363,3123,1495,2.088963210702341,3674,673,5.459138187221397,117,46,2.5434782608695654,4213,995,4.2341708542713565,2873,46,62.45652173913044,83757,58439.02992476414,12361.698943959149,2166.637296357624,11317.516998087285,2275.2998588560768,47.128795562916565,13961.420506292863,115.32471665509091,7336,2873,3791,28633,0.016005567153792623,0.13492219042765866,2.040896484066639,1.1525306360166878,-0.030565424730847134,-1.3420416557308037,-0.19345566468594808,-1.4494341819187733,0,2,High Activity (Estrus-like),Metestrus
4922,9260,2025-01-13,25422,3324,7.648014440433213,12727,2124,5.9919962335216574,2627,1337,1.9648466716529545,2847,460,6.189130434782609,150,59,2.542372881355932,2424,444,5.45945945945946,4410,54,81.66666666666667,81420,45203.22166214495,11669.414829750265,1462.8838100969626,9437.012784833225,1417.5805453303315,65.06977055611992,6854.764244828326,160.30792487159772,5051,4410,2997,28049,0.012242121967807754,0.13074774810211226,1.6115230539089107,-1.9036391208872065,0.989226170367739,0.41342193381249687,-0.325968371835926,-0.6978061356750291,1,3,Low Activity (Diestrus-like),Diestrus
4922,9260,2025-01-14,26616,3226,8.250464972101675,10323,1962,5.261467889908257,2596,1301,1.9953881629515757,3821,573,6.668411867364747,93,53,1.7547169811320755,3665,527,6.954459203036053,2963,45,65.84444444444445,86312,45762.8600843577,12008.534170808398,1184.2428924010044,9022.40347046272,2466.0469278980777,30.56421050014829,7173.179593502541,70.29137392484554,6261,2963,3914,29212,0.015182186234817813,0.12120073637149191,1.5665238107814228,-0.9358258289988123,-0.7387229755458314,-1.4919957650842268,0.12129099181482102,-1.2295859550634498,1,2,Low Activity (Diestrus-like),Metestrus
4922,9260,2025-01-16,26855,3287,8.170063888043808,10490,1937,5.415591120289107,2790,1386,2.012987012987013,3746,633,5.917851500789889,86,42,2.0476190476190474,3065,593,5.168634064080944,3414,55,62.07272727272727,84097,47589.76697657974,12891.941235152888,1522.2802760688605,10015.521022855575,2032.0539723751854,33.995778871367186,6450.248121784329,94.63936740789035,5855,3414,3832,29645,0.016105417276720352,0.12239350610664283,1.6052677250414809,-1.0497381189197241,-0.6066990520341945,-0.9552548881867141,0.13540039909342683,-1.595102286435106,1,2,Low Activity (Diestrus-like),Metestrus
4922,9260,2025-01-17,27920,2862,9.755415793151641,12003,1751,6.854940034266134,2061,1095,1.8821917808219177,2981,429,6.948717948717949,142,71,2.0,1216,284,4.28169014084507,5033,66,76.25757575757575,84522,32603.611616449194,12231.296607276949,1052.9788466834457,7018.000727578488,1277.9493301352097,66.23820351362897,2219.6510920403834,158.23956984528905,3277,5033,3123,29981,0.013110846245530394,0.10250349199527238,1.0874395175921951,-4.619665693777408,0.12086983076006826,-0.1972458064042269,0.18672663622698865,-0.11748075997135587,1,3,Low Activity (Diestrus-like),Diestrus
4922,9260,2025-01-18,28295,3279,8.629155230253126,9456,1743,5.42512908777969,3034,1539,1.9714100064977258,2874,475,6.050526315789473,118,60,1.9666666666666666,2415,565,4.274336283185841,3466,47,73.74468085106383,81850,47209.23758110657,14176.24658080779,1490.3493430820095,11528.929586090306,1562.7120470649393,44.749850974116505,5306.309359531369,130.84404983491612,5449,3466,2992,31329,0.013556388808768388,0.11588210347752333,1.506838097066919,-1.2849058705367151,-1.5372718008604978,0.08016619394629756,-0.053157746755453435,-0.01239154214036227,1,1,Low Activity (Diestrus-like),Proestrus
4922,9260,2025-01-19,28676,2944,9.740489130434783,9490,1602,5.9238451935081144,2512,1332,1.8858858858858858,3436,549,6.258652094717669,100,52,1.9230769230769231,2522,521,4.840690978886756,3829,53,72.24528301886792,84881,43139.36396728115,13323.824673146642,1252.2457833955127,8719.415112173661,1926.42281983611,42.73170931007828,5603.121036964379,190.52639862945168,5034,3829,3536,31188,0.013838120104438642,0.10266066882867804,1.3831595744423082,-2.4067333972093112,-1.1915187408656518,-1.013766529727103,0.504741852267851,0.12570627840990736,1,2,Low Activity (Diestrus-like),Metestrus
4922,9260,2025-01-20,26523,3364,7.88436385255648,9662,1924,5.021829521829522,3260,1632,1.9975490196078431,3503,739,4.740189445196211,127,72,1.7638888888888888,3755,788,4.7652284263959395,1791,32,55.96875,76791,59422.04848700107,14296.88140004425,1877.6027883571496,11173.192659840084,2428.2723402720558,41.85060509633045,12565.736860457837,47.34786236359011,7015,1791,3630,29783,0.017857142857142856,0.12682853264967578,1.9950996671703287,1.1308393813331548,-1.6815766457578398,-1.6651267904489384,-0.6639390135499758,-1.3860889849286662,0,2,High Activity (Estrus-like),Metestrus
4922,9260,2025-01-21,26014,3374,7.710136336692353,11376,1448,7.856353591160221,3831,1888,2.0291313559322033,3799,832,4.566105769230769,174,99,1.7575757575757576,1979,537,3.6852886405959033,6168,67,92.05970149253731,76965,41037.487695612566,13166.380894617101,667.2024446450009,11895.95802209077,1571.2708541955099,34.8214428532713,4318.2936405228675,140.84025025797962,5810,6168,3973,29845,0.010860755389852489,0.1296944070728426,1.374974458741961,-1.6696823020627998,1.0267412352312246,2.187469176115085,1.7834814697016301,-0.1504116819217027,1,3,Low Activity (Diestrus-like),Diestrus
4922,9261,2025-01-10,25545,2919,8.751284686536485,10880,1937,5.616933402168302,2682,1341,2.0,3793,689,5.505079825834543,117,49,2.3877551020408165,4093,912,4.487938596491228,3944,45,87.64444444444445,79621,60442.15423702794,12289.529224200225,2370.818347031335,9873.69964921532,2072.3512223063017,48.730337313861895,16742.13705082379,102.24811071858963,6775,3944,3910,28227,0.011406844106463879,0.11426446410396932,2.1412127758618373,-0.08377633098635476,1.2154651752420946,-1.5977701389554304,0.717993367349029,0.7052136635920028,1,2,Low Activity (Diestrus-like),Metestrus
4922,9261,2025-01-11,26333,2812,9.364509246088193,9807,1834,5.347328244274809,2728,1390,1.962589928057554,4449,696,6.392241379310345,138,61,2.262295081967213,4332,897,4.829431438127091,3094,39,79.33333333333333,79771,64617.929947322846,12393.939001588427,2304.317714079836,10120.662933793397,2248.9005176268406,46.56963189390603,18298.121869619146,87.71616114470378,7060,3094,4587,29061,0.012600969305331179,0.10678210678210678,2.2234508962673885,0.3794434406412089,0.20287313161927137,-2.438625451523793,1.194421359933863,0.8760168074707521,1,2,Low Activity (Diestrus-like),Metestrus
