cage_id,animal_id,period_date,period,active_duration,active_bout_count,active_mean_bout,inactive_duration,inactive_bout_count,inactive_mean_bout,locomotion_duration,locomotion_bout_count,locomotion_mean_bout,feeding_duration,feeding_bout_count,feeding_mean_bout,drinking_duration,drinking_bout_count,drinking_mean_bout,climbing_duration,climbing_bout_count,climbing_mean_bout,inferred_sleep_duration,inferred_sleep_bout_count,inferred_sleep_mean_bout,total_duration,total_distance,active_distance,inactive_distance,locomotion_distance,feeding_distance,drinking_distance,climbing_distance,inferred_sleep_distance,physically_demanding,sleep_related,feeding_resourcing,activity_amplitude,sleep_fragmentation,active_fragmentation,exploration_intensity,PC1,PC2,PC3,PC4,PC5,cluster,estrous_phase,cluster_k2,phase_k2,cluster_k4,phase_k4
4918,9257,2025-01-19,dark,29397,3307,8.889325672815241,8996,2002,4.4935064935064934,2321,1236,1.877831715210356,4338,614,7.06514657980456,285,155,1.8387096774193548,2486,599,4.150250417362271,2482,38,65.3157894736842,83800,41916.52981440601,12964.889368803419,1056.418559964601,8459.840283022706,1883.021604737934,41.82460289591994,5999.506488579129,49.1502851685115,4807,2482,4623,31718,0.015304067660088603,0.11249064562215116,1.3214959429492106,1.2847441946524547,-0.9451168185590592,-2.295497917637156,1.3937994315647073,-1.722235461114426,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4918,9257,2025-01-20,dark,26184,3106,8.430135222150676,12697,1938,6.551599587203302,2271,1225,1.8538775510204082,2436,473,5.150105708245243,235,65,3.6153846153846154,2048,543,3.7716390423572745,4816,70,68.8,85200,40469.95016244346,12496.375944863777,1460.0459381390558,7905.989145545635,1297.5048294052422,29.158477762455846,5579.583821332553,198.75678052502226,4319,4816,2671,28455,0.014531866306829977,0.11861752911972503,1.422193919118761,1.9007126241100483,-2.13145097407244,0.5122027130370981,-0.4357909249060939,-1.2965986768610782,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4918,9257,2025-01-21,dark,25459,4242,6.0016501650165015,9337,1731,5.3939919121894855,5082,2531,2.0079020150138285,5494,935,5.875935828877005,315,50,6.3,3322,647,5.134466769706337,2539,34,74.67647058823529,80019,65664.3650344783,15191.553163679711,880.8941496044422,17225.392712518427,3522.6995953849314,13.586104524380687,12587.953080212259,98.90987160333552,8404,2539,5809,30541,0.013385826771653543,0.16661429693637078,2.1499693875475834,-3.5773471573719187,-0.5683272492384096,-2.6816265777469086,0.6318715073520093,0.369029882036033,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4918,9258,2025-01-09,dark,16937,3050,5.5531147540983605,11645,1837,6.3391399020141534,3790,1814,2.089305402425579,2907,651,4.465437788018433,110,57,1.9298245614035088,7228,1258,5.745627980922099,5241,76,68.96052631578948,75529,108427.59662682797,11137.954260675344,3132.7698352567404,15107.267810437417,2209.068150434057,34.68663930018351,41150.58436374439,213.56355102660814,11018,5241,3017,20727,0.014498283098054178,0.18006848506317158,5.230972434717676,-5.404107790968584,2.272584122445959,5.156550232791372,0.37021253944351407,-0.6843096540837196,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-10,dark,19316,3434,5.624927198602213,12028,2289,5.254696373962429,4483,2076,2.159441233140655,3967,851,4.661574618096357,79,50,1.58,7373,1643,4.487522824102252,5398,67,80.56716417910448,83882,114440.7419359817,12343.612481831444,4578.241962351798,17828.79075707422,2783.5332771832936,13.718977359037861,44720.289967134995,187.50333571366664,11856,5398,4046,23799,0.012409705501018707,0.17777087539473002,4.808434535125281,-6.986085668321717,1.7267431104908597,4.453274260669674,1.0792360992505907,-0.030043481796538072,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-11,dark,23528,3696,6.365800865800866,8875,2150,4.127906976744186,4642,2141,2.1681457262961232,2536,653,3.883614088820827,163,83,1.963855421686747,6155,1429,4.307207837648705,2572,33,77.93939393939394,78853,102316.7691966379,14513.674171026827,3558.690753499141,18176.791081955515,1893.7617170990375,35.72266912393019,34904.049267418246,76.46747953598303,10797,2572,2699,28170,0.012825495530509134,0.1570827489481066,3.6319892512384335,-5.322435254480835,2.6459878686310048,0.9515320802449134,-0.48836807069948335,-0.6216187568117126,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-12,dark,23521,3824,6.1508891213389125,7148,1842,3.8805646036916395,6356,2787,2.280588446358091,2338,746,3.1340482573726542,63,24,2.625,6175,1584,3.898358585858586,1991,29,68.65517241379311,76645,117784.58745212435,16666.4512352953,3918.701039534144,26139.436015372725,1732.4224480987912,24.000019596015612,34225.23131072375,54.96528185450514,12531,1991,2401,29877,0.014558232931726908,0.1625712099311283,3.9421844652294116,-7.371247929955859,3.806307210220877,0.10668831791016327,-1.4003988726648262,0.6269701143492395,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-13,dark,25881,3799,6.812582258489076,10310,1896,5.437763713080169,3966,2028,1.955621301775148,3287,591,5.56175972927242,57,37,1.5405405405405406,3043,812,3.747536945812808,3458,48,72.04166666666667,80740,62477.52569711545,14628.162725277465,1576.0547831531244,14302.346214026798,1576.1921780187006,27.341639334442615,12041.75481785461,105.1914566584032,7009,3458,3344,29847,0.013876843018213356,0.14678154702109575,2.0931896843043236,-1.6471384812340453,-0.036491914003251,-0.5382696075801173,-0.4086071845168668,0.5700985133957762,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4918,9258,2025-01-14,dark,24663,3602,6.847029428095502,10632,1625,6.542769230769231,4515,2256,2.0013297872340425,4233,710,5.961971830985916,192,77,2.4935064935064934,3390,871,3.892078071182549,4489,51,88.01960784313725,85972,72272.4043230946,15345.309390963841,1980.2870468185752,17115.29818347689,2478.0903535487278,41.99074399849636,14647.112947580177,125.36526033204126,7905,4489,4425,29178,0.01135857461024499,0.14604281543950698,2.4768636458787006,-2.922641508927194,-0.9524448469358856,-0.12053814269185725,0.2489589295326726,1.0227918102220972,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4918,9258,2025-01-15,dark,23557,3708,6.35302049622438,9504,1628,5.837837837837838,5746,2641,2.1756910261264673,3564,801,4.449438202247191,53,44,1.2045454545454546,4393,1147,3.829991281604185,4759,53,89.79245283018868,82036,90571.76854286667,16179.365545652085,2347.2713198918655,23595.722499748437,2373.123024813148,29.543653866229906,19978.1612171098,181.76183615232017,10139,4759,3617,29303,0.011134453781512605,0.15739876050598522,3.0907646922900174,-5.221019476614497,0.28842935378885465,0.6751610366488525,-0.6352807888326103,2.266837817940639,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-16,dark,22421,3826,5.860167276529012,9849,1617,6.090909090909091,6659,2755,2.417059891107078,3176,622,5.106109324758842,69,30,2.3,4271,1228,3.478013029315961,5264,52,101.23076923076923,82682,100664.11413979116,16782.39920588424,2829.0916595015824,27469.03304082597,2306.2165104808028,25.32752749487867,21685.453028598924,230.34255511693146,10930,5264,3245,29080,0.009876543209876543,0.17063598251717063,3.4615079997177247,-6.443394406780569,0.32564535537679384,1.108561557881107,-1.4427812225343946,2.9522731150639605,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-17,dark,23916,3817,6.265653654702646,11268,1989,5.665158371040724,5081,2336,2.175085616438356,3463,669,5.176382660687594,48,34,1.411764705882353,2935,813,3.610086100861009,4661,56,83.23214285714286,85185,81643.12452488595,14789.184443533846,2486.9527176693246,20006.059770867112,2031.3268565070803,27.848297594623652,16043.378943847452,104.78024669048524,8016,4661,3511,28997,0.012012012012012012,0.15959359451436217,2.815474326673769,-3.535060213317115,-0.3957373641576457,0.4993590783639953,-0.8613932186989021,1.9128740840743552,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-18,dark,24799,3952,6.275050607287449,8846,1561,5.666880204996797,6420,2869,2.2377134890205648,3907,653,5.983154670750383,59,34,1.7352941176470589,3135,1042,3.008637236084453,4202,49,85.75510204081633,82271,87002.27191107199,17220.57876031169,2469.324352679385,25368.153153945415,2173.557597831935,23.7280368521338,14932.947555689256,175.08970463262602,9555,4202,3966,31219,0.01165833928146562,0.15935483870967743,2.7867479792143497,-5.206773693831256,0.004076842792386653,-0.7428311937873407,-0.9387498279059497,2.791272572065588,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-19,dark,24113,4321,5.580421198796575,8241,1832,4.498362445414847,7336,3105,2.3626409017713366,3897,550,7.085454545454546,110,81,1.3580246913580247,3510,1034,3.3945841392649903,2602,33,78.84848484848484,83853,106677.0585869202,17551.445107783402,2679.3207384424786,31145.456706505924,2369.456050183033,39.99058116616436,19369.458674800073,164.22015116756998,10846,2602,4007,31449,0.012677679600461006,0.17919051173592104,3.391957347755809,-7.156023418439398,1.4503019469520528,-1.7191558381730878,-1.5964270671834793,2.6976585527721735,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-20,dark,22918,4190,5.469689737470167,10748,2040,5.268627450980392,6363,2701,2.3557941503146984,3272,477,6.859538784067086,51,37,1.3783783783783783,3171,991,3.199798183652876,3489,47,74.23404255319149,83005,91707.56170669652,16002.027849698643,2491.907657835064,26171.764755385157,2066.9749863836682,29.77559816459018,17264.453382233427,127.32808123472546,9534,3489,3323,29281,0.013467048710601719,0.18281774946550897,3.1318749302198117,-5.496756785001016,0.8322552066570119,-0.3540329637352799,-1.7859698587098412,2.2147146184307536,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4918,9258,2025-01-21,dark,26065,4245,6.1401648998822145,9244,1501,6.158560959360426,5321,2711,1.9627443747694577,4163,793,5.249684741488021,151,68,2.2205882352941178,2570,548,4.689781021897811,2448,31,78.96774193548387,79708,60072.66695570519,15730.703163998749,692.8822009313803,17652.669585172203,2398.2857618423723,27.58664677294418,7813.649486745517,115.1802299413613,7891,2448,4314,31386,0.012658227848101266,0.1628558275147702,1.9139346530635355,-2.872140348222017,-0.1762820293494917,-2.7044847298849035,-0.7310306388330954,1.548037631552096,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4918,9259,2025-01-09,dark,23172,3480,6.658620689655172,11812,2320,5.091379310344828,2515,1254,2.0055821371610847,2307,494,4.67004048582996,49,27,1.8148148148148149,2101,739,2.8430311231393777,3976,46,86.43478260869566,71785,41888.160459479004,11108.531193757059,1585.3580224708182,9448.376192733574,1172.0609255465743,20.02563203370167,7438.5939956693055,114.82115309416457,4616,3976,2356,25687,0.011566507417651497,0.15017477236438959,1.6306509054608769,1.0456619450056261,-0.37086176726454523,0.650077360835002,-0.6894958582546202,0.5918774113778766,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4918,9259,2025-01-10,dark,25228,3825,6.595555555555555,13142,2676,4.911061285500748,2486,1302,1.9093701996927803,2940,688,4.273255813953488,104,62,1.6774193548387097,2344,929,2.5231431646932183,4895,57,85.87719298245614,80568,48400.37747551617,11850.821818670902,2552.7118039231,9097.9550741942,1516.841119594429,25.59358247561351,9848.701798142773,144.0217599996002,4830,4895,3044,27714,0.011642156862745098,0.15161124103214554,1.746360363540183,0.13381852996378843,-1.5286862176172136,0.9773957211058855,-0.23286193973420224,-0.054141174335530506,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4918,9259,2025-01-11,dark,27614,3954,6.983813859382903,10015,2407,4.160781055255505,2985,1575,1.8952380952380952,1568,550,2.850909090909091,73,44,1.6590909090909092,2586,926,2.7926565874730023,2950,37,79.72972972972973,77389,52331.72481747742,13722.347795421285,1992.2290004524366,11163.365867696237,1253.437934923581,25.22750134362451,9619.882329639673,155.33044545275789,5571,2950,1641,30599,0.01253812267028126,0.1431830526887561,1.7101870855384778,-0.10666310032992157,0.2476225326245816,-0.59095643923792,-1.5388958270864281,-0.2040268548161745,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4918,9259,2025-01-12,dark,28484,3830,7.437075718015666,9382,2262,4.147656940760389,3095,1557,1.9877970456005138,2102,557,3.7737881508078996,61,39,1.564102564102564,2239,880,2.544318181818182,2030,24,84.58333333333333,76506,50390.51689627512,14202.766814708542,1765.2282079886577,11757.977074768281,1222.6880747565604,30.577236585363224,7388.383811143307,116.55981658354955,5334,2030,2163,31579,0.011816838995568686,0.1344567316131297,1.5956465134982623,0.13379550976925503,0.5597984911367153,-1.6126051218185062,-1.0379646132088163,0.1747673444485561,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4918,9259,2025-01-13,dark,29447,3423,8.602687700847211,10227,2246,4.553428317008014,2127,1132,1.8789752650176679,3015,606,4.975247524752476,89,54,1.6481481481481481,1399,473,2.9577167019027484,2622,38,69.0,79810,33966.30205297247,12016.290914456931,968.8380781581254,7533.4098860488175,1307.5383791001705,31.963932390652246,2550.491405042956,130.19901305836484,3526,2622,3104,31574,0.014487228364468167,0.11623879380603097,1.0757340317647655,2.4206925395217245,-0.7509067881479848,-1.765370041610811,0.0983423692490534,-0.6475718562201601,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4918,9259,2025-01-14,dark,27755,3402,8.15843621399177,11263,2122,5.307728557964185,2588,1307,1.980107115531752,2672,492,5.430894308943089,86,53,1.6226415094339623,1594,540,2.9518518518518517,3910,51,76.66666666666667,82804,40350.32825464533,12175.652555364668,1360.6523297662015,9833.259877153863,1370.5339604925912,33.741717674515726,3926.6059777796463,99.24217658593136,4182,3910,2758,30343,0.013040143185885963,0.122568093385214,1.32976299283698,1.5982796820110552,-1.3265706886910282,-0.544866845228361,-0.4362003130709302,0.039397401383834775,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4918,9259,2025-01-15,dark,27727,3061,9.058150931068278,10945,1606,6.815068493150685,2706,1418,1.9083215796897037,2455,619,3.9660743134087237,222,63,3.5238095238095237,1822,707,2.577086280056577,5180,71,72.95774647887323,83214,42843.64480226254,13671.54431607235,1369.4839225267524,9600.391711237076,1370.4118904497632,31.234340381176587,4945.012613067383,190.60344688396412,4528,5180,2677,30433,0.013703918162516888,0.1103938257357184,1.4077559572275264,1.4582700701979585,-2.294131465203335,0.23579806156035404,-0.4457215909716531,-0.7501153073118804,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4918,9259,2025-01-16,dark,27169,3246,8.369993838570549,11470,1871,6.130411544628541,2591,1343,1.9292628443782576,2792,566,4.932862190812721,80,51,1.5686274509803921,1970,682,2.8885630498533725,4670,71,65.77464788732394,81954,40810.75758549188,12474.141506626638,1513.606388205591,9392.583530354044,1606.4465161631394,33.36895084215334,4488.443440390725,189.83807934823994,4561,4670,2872,29760,0.01520017126953543,0.11947000368053,1.3712831418800404,1.4697040293513,-1.6602736973374246,0.22418031827898774,-0.15896995155082436,-0.4224388789359801,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4918,9259,2025-01-17,dark,26757,3557,7.522350295192578,13480,2418,5.574855252274607,1924,1109,1.7348963029756537,3848,611,6.297872340425532,97,54,1.7962962962962963,1039,365,2.8465753424657536,4105,43,95.46511627906976,81595,30052.05466309455,11208.847226381331,1124.1470925431329,6274.231446923113,1586.2614811529384,32.223261679778666,2169.942526128195,77.64518361095323,2963,4105,3945,28681,0.010472479298587432,0.13293220719037296,1.0477670547065947,2.3446544871584285,-2.256535670951698,-0.5759248979578621,0.5742647171223622,0.4666521993656051,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4918,9259,2025-01-18,dark,29154,3449,8.452884894172223,9954,2087,4.769525634882607,2690,1381,1.947863866763215,2895,504,5.744047619047619,169,81,2.0864197530864197,1402,528,2.6553030303030303,2479,42,59.023809523809526,77878,41436.91007649434,13276.776845269107,1167.2942211694995,10211.466316908667,1397.4566472546678,36.73003668046901,3717.353074404366,79.20939346515416,4092,2479,3064,31844,0.016935483870967744,0.11829874807065684,1.3012061572144558,1.6310050150152255,-0.5625676785899555,-2.0705157233895313,-0.332406573660478,-1.2340204159346677,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4918,9259,2025-01-19,dark,30159,3457,8.724038183396008,8567,1856,4.615840517241379,2840,1548,1.834625322997416,3092,453,6.82560706401766,205,123,1.6666666666666667,1634,546,2.9926739926739927,2350,31,75.80645161290323,81270,41298.45818928861,13748.042778759149,996.738046464025,10058.990256909543,1380.8651320426652,30.837478074045826,3277.2954464604804,91.93325726870971,4474,2350,3297,32999,0.013185878349638452,0.11462201591511936,1.2514684299784429,1.2929862254589335,-0.7175008513030807,-2.550017606974538,-0.1263588985073265,-0.5243298595774913,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4918,9259,2025-01-20,dark,27658,3167,8.733185980423114,11308,1644,6.878345498783455,2784,1497,1.8597194388777556,3305,446,7.410313901345291,60,35,1.7142857142857142,1450,600,2.4166666666666665,4988,57,87.50877192982456,82024,43277.965604349105,13506.305919540035,1339.9471065869952,10369.601942653504,1610.2867388316379,22.21502088027783,3626.870322440991,152.80368945888688,4234,4988,3365,30442,0.011425135297654841,0.11450160887956903,1.421606464683149,1.292743989042298,-2.0586479067968715,-0.054570665243249834,0.17614119886569535,0.9269773596645163,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4918,9259,2025-01-21,dark,27605,4099,6.734569407172481,7809,1481,5.272788656313302,4996,2520,1.9825396825396826,4949,913,5.420591456736035,128,60,2.1333333333333333,2790,520,5.365384615384615,2162,28,77.21428571428571,79048,56884.68980241846,16396.507979561204,657.4535307708702,15539.563238527091,2696.8567393355825,28.91591715400849,7753.21020107098,55.795674355433086,7786,2162,5077,32601,0.012944983818770227,0.1484822140114468,1.7448220907434655,-2.348054866069203,-0.12584669473541749,-3.2117981446156074,0.4051435776476341,1.3567649534970692,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4922,9260,2025-01-09,dark,21281,2874,7.404662491301322,11482,1710,6.714619883040935,2864,1393,2.055994256999282,2123,629,3.3751987281399045,96,49,1.9591836734693877,3973,809,4.911001236093943,5404,62,87.16129032258064,75716,51740.41997359297,11570.249500628308,1970.2322132584889,10000.715735876276,1918.7061205277928,32.39936551278251,12610.418102041524,143.38481636053092,6837,5404,2219,24145,0.011470860314523589,0.1350436989004793,2.142815372053051,0.17712647526539835,-0.4703581556783148,2.329276198103014,-0.3534350877694027,0.37352674196234964,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4922,9260,2025-01-10,dark,24400,3220,7.577639751552795,9986,2047,4.8783585735222275,3245,1598,2.030663329161452,2980,799,3.729662077596996,65,39,1.6666666666666667,5569,1049,5.308865586272641,2159,34,63.5,77004,74134.05669026411,12535.379670320366,2810.3446921794784,11757.08735726494,2366.3354737169047,36.77789534601772,23336.80063738952,59.01753099919664,8814,2159,3045,27645,0.01574074074074074,0.13196180484406378,2.681547301246622,-1.906788408859005,2.187772772257044,0.3239564155057567,0.5688711580638549,-1.2060204641859769,2,Estrus,0,High Activity (Estrus-like),2,Estrus
4922,9260,2025-01-11,dark,26336,3132,8.40868454661558,9927,1753,5.662863662293212,2955,1500,1.97,2861,592,4.83277027027027,103,39,2.641025641025641,3982,888,4.4842342342342345,3579,50,71.58,81269,54165.39464720679,12868.461423857145,1818.7735615365466,10628.374968114495,1808.22173732907,27.763617953279574,12196.789362567113,95.7194676643271,6937,3579,2964,29291,0.013966480446927373,0.1189201503588108,1.8491531697120986,-0.11593022125783459,0.00843594169090129,0.09217915810238222,0.28184615473457514,-0.5978455237325441,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4922,9260,2025-01-12,dark,25510,3442,7.411388727484021,10354,2142,4.833800186741363,3123,1495,2.088963210702341,3674,673,5.459138187221397,117,46,2.5434782608695654,4213,995,4.2341708542713565,2873,46,62.45652173913044,83757,58439.02992476414,12361.698943959149,2166.637296357624,11317.516998087285,2275.2998588560768,47.128795562916565,13961.420506292863,115.32471665509091,7336,2873,3791,28633,0.016005567153792623,0.13492219042765866,2.040896484066639,-0.9500205483318289,0.5247139759066317,-0.3472924905453256,0.8008605010086293,-1.0762330188251745,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
4922,9260,2025-01-13,dark,25422,3324,7.648014440433213,12727,2124,5.9919962335216574,2627,1337,1.9648466716529545,2847,460,6.189130434782609,150,59,2.542372881355932,2424,444,5.45945945945946,4410,54,81.66666666666667,81420,45203.22166214495,11669.414829750265,1462.8838100969626,9437.012784833225,1417.5805453303315,65.06977055611992,6854.764244828326,160.30792487159772,5051,4410,2997,28049,0.012242121967807754,0.13074774810211226,1.6115230539089107,1.0709050045596629,-1.53720286429627,0.30367899913328233,-0.3001498974864278,-0.11402148080712801,1,Diestrus,0,High Activity (Estrus-like),1,Diestrus
4922,9260,2025-01-14,dark,26616,3226,8.250464972101675,10323,1962,5.261467889908257,2596,1301,1.9953881629515757,3821,573,6.668411867364747,93,53,1.7547169811320755,3665,527,6.954459203036053,2963,45,65.84444444444445,86312,45762.8600843577,12008.534170808398,1184.2428924010044,9022.40347046272,2466.0469278980777,30.56421050014829,7173.179593502541,70.29137392484554,6261,2963,3914,29212,0.015182186234817813,0.12120073637149191,1.5665238107814228,0.7983555056813276,-0.21012908606736194,-0.843053788377824,1.010291700489559,-0.6965436517446494,0,Proestrus,0,High Activity (Estrus-like),0,Proestrus
